Gender,AgeGroup,MonthlyIncome,LoanAmount,RepaymentStatus
1,3,50,293,X
1,3,46,214,T
0,3,25,386,X
0,3,24,258,X
0,3,45,279,X
1,1,7,280,X
1,1,18,673,X
1,4,32,248,X
1,3,62,154,T
1,4,31,141,T
0,3,72,149,T
1,4,40,376,X
1,1,10,124,X
1,3,42,265,X
1,2,26,213,X
1,1,14,72,X
1,1,9,138,X
1,4,26,72,T
0,4,37,222,X
0,3,21,338,X
1,1,20,89,T
1,4,34,262,X
1,4,58,102,T
1,2,35,339,X
0,3,23,213,X
0,4,21,373,X
0,3,74,124,T
0,3,33,578,X
0,3,71,144,T
1,2,40,144,T
1,2,25,63,T
1,4,57,411,X
1,3,79,329,T
0,1,13,205,X
0,1,20,255,X
1,3,40,144,T
0,3,111,384,T
0,4,57,83,T
1,4,56,356,X
0,1,6,300,X
1,1,8,470,X
0,4,26,499,X
1,3,65,297,T
1,2,19,253,X
1,1,8,532,X
0,3,80,458,X
0,4,43,335,X
1,1,176,307,T
1,4,27,406,X
1,3,31,488,X
0,4,60,397,X
1,1,20,225,X
0,1,7,339,X
1,3,22,236,X
0,4,50,237,T
1,2,22,493,X
1,1,6,152,X
1,3,75,184,T
0,3,63,341,X
1,1,17,490,X
1,2,29,252,X
1,4,38,264,X
0,3,80,385,T
0,2,16,292,X
0,4,28,302,X
1,2,37,290,X
1,1,10,54,X
1,4,54,56,T
1,4,23,100,T
0,4,25,240,X
0,1,10,388,X
1,2,50,285,X
0,4,34,136,T
1,2,32,194,X
0,4,37,334,X
1,2,42,436,X
0,3,29,95,T
0,2,18,351,X
0,3,23,94,T
1,2,49,166,T
1,2,18,308,X
1,1,16,338,X
0,3,54,238,T
1,2,46,435,X
1,1,8,419,X
1,1,13,387,X
0,4,17,224,X
1,2,46,486,X
0,4,47,113,T
0,3,70,230,T
0,3,50,113,T
0,3,31,148,T
1,4,22,163,X
1,3,65,110,T
0,3,26,355,X
1,3,62,225,T
1,1,6,250,X
1,2,31,177,X
1,1,15,299,X
1,2,35,98,T
0,1,10,170,X
0,4,58,358,X
0,1,13,284,X
0,4,60,400,X
0,4,21,187,X
0,3,57,290,X
0,1,7,212,X
0,1,8,303,X
0,3,28,370,X
0,3,68,477,X
1,2,32,387,X
1,1,14,192,X
0,1,15,87,X
1,1,11,276,X
0,1,11,245,X
0,2,39,203,X
0,2,35,175,T
1,2,43,413,X
1,2,18,98,X
0,4,22,292,X
0,3,21,264,X
1,1,7,200,X
0,1,7,252,X
0,4,110,245,T
0,4,45,466,X
0,2,40,203,X
1,3,66,382,X
1,2,43,175,T
0,3,35,83,T
0,2,42,275,X
0,3,76,458,X
1,2,38,338,X
1,3,24,78,T
1,4,49,58,T
1,3,34,406,X
0,3,63,253,T
0,3,37,434,X
1,2,17,437,X
1,1,18,445,X
0,1,7,57,X
0,3,40,382,X
1,1,16,274,X
0,2,15,495,X
1,3,36,346,X
0,2,45,169,T
0,3,66,202,T
0,1,167,462,T
1,3,39,264,X
0,2,23,229,X
0,2,15,385,X
0,4,17,297,X
1,4,17,227,X
0,1,6,242,X
1,3,55,326,X
0,4,26,199,X
0,2,34,233,X
0,2,19,76,T
1,3,63,128,T
0,3,45,108,T
0,4,39,288,X
1,1,20,92,T
0,3,58,74,T
0,4,49,224,T
0,2,47,378,X
0,4,18,259,X
1,4,152,296,T
1,1,18,312,X
0,3,46,231,X
0,1,165,80,T
0,3,38,459,X
0,2,26,118,T
0,3,26,53,T
0,3,68,237,T
1,1,20,353,X
1,4,45,245,X
0,4,44,456,X
1,2,33,398,X
1,3,54,81,T
0,4,25,278,X
1,2,22,175,X
1,2,40,148,T
0,3,76,86,T
1,3,59,491,X
0,2,160,118,T
1,1,9,270,X
0,3,70,232,T
0,2,18,157,X
1,3,23,371,X
1,2,40,487,X
0,1,9,69,X
0,3,28,199,X
1,1,19,380,X
0,2,48,237,T
1,3,79,212,T
0,1,8,452,X
0,3,71,57,T
0,3,41,123,T
0,3,140,327,T
0,1,5,408,X
0,2,36,393,X
1,2,24,106,T
0,2,22,264,X
0,4,124,316,T
0,2,41,73,T
0,3,24,412,X
0,2,43,78,T
1,3,75,395,X
0,4,25,452,X
1,2,31,177,X
1,1,9,429,X
1,2,48,266,X
0,3,73,373,X
0,1,20,79,T
1,1,8,71,X
0,1,5,494,X
1,3,54,253,T
1,1,19,368,X
1,1,18,111,X
1,1,12,457,X
0,4,39,243,X
0,2,24,223,X
0,3,63,77,T
0,2,20,182,X
0,4,41,494,X
0,2,28,410,X
0,4,19,227,X
0,4,52,406,X
1,4,27,315,X
1,4,58,190,T
1,1,6,178,X
1,1,13,333,X
0,1,20,337,X
1,1,6,86,X
1,3,65,495,X
0,4,50,104,T
1,3,54,260,T
0,3,24,493,X
0,4,18,168,X
0,1,102,90,T
0,3,34,498,X
0,2,28,383,X
0,1,7,341,X
1,2,30,429,X
0,1,17,306,X
0,1,17,85,T
0,3,48,453,X
1,4,55,275,T
0,4,16,358,X
1,3,71,330,T
1,3,63,221,T
1,1,20,185,X
1,1,20,285,X
0,4,21,449,X
1,2,18,355,X
0,1,175,320,T
0,3,50,219,T
1,4,34,246,X
1,1,15,479,X
0,2,119,177,T
0,3,61,371,X
0,3,49,335,X
0,3,67,381,X
1,3,43,95,T
1,2,43,346,X
1,1,8,460,X
0,4,26,173,X
0,1,20,287,X
1,2,16,469,X
1,2,15,367,X
0,3,22,467,X
1,4,18,410,X
1,4,182,476,T
0,2,50,98,T
0,2,35,870,X
1,3,41,384,X
1,2,28,229,X
1,3,48,92,T
1,2,45,201,T
1,3,45,322,X
1,3,73,306,T
1,4,45,180,T
1,1,130,261,T
0,3,78,477,X
0,1,17,488,X
0,1,19,456,X
1,1,8,324,X
1,4,43,126,T
0,3,28,279,X
1,1,20,52,T
0,1,16,150,X
1,2,25,429,X
0,2,33,54,T
1,4,28,119,T
0,3,54,184,T
1,4,21,362,X
1,2,42,438,X
1,3,50,176,T
0,3,31,271,X
1,3,72,372,X
1,2,26,150,X
1,3,58,466,X
1,2,30,494,X
0,3,29,146,X
0,1,9,166,X
1,2,22,390,X
1,2,28,276,X
1,1,6,688,X
0,1,14,413,X
1,2,41,244,X
0,4,15,150,X
0,3,80,363,T
0,2,21,850,X
1,1,14,90,X
0,2,27,247,X
1,1,7,170,X
0,3,55,228,T
1,1,6,205,X
0,1,17,355,X
0,2,22,256,X
1,3,171,242,T
0,2,16,257,X
0,4,28,90,T
0,4,27,469,X
0,4,53,63,T
0,1,13,330,X
1,4,36,150,T
1,1,18,457,X
0,3,64,247,T
1,2,44,353,X
1,2,37,309,X
1,3,46,271,X
0,2,31,267,X
0,4,129,471,T
1,2,29,404,X
0,3,28,421,X
0,3,29,229,X
0,3,71,168,T
1,2,39,210,X
0,4,44,329,X
0,3,72,53,T
0,1,18,491,X
0,1,18,474,X
0,2,27,255,X
0,2,19,470,X
0,2,50,99,T
1,1,18,480,X
0,3,34,296,X
1,4,19,233,X
1,4,24,442,X
1,2,37,470,X
1,1,7,441,X
1,2,18,146,X
1,1,11,268,X
0,3,41,60,T
0,2,35,165,T
1,3,43,291,X
1,1,8,379,X
0,2,40,125,T
1,2,29,477,X
1,3,140,122,T
0,2,37,462,X
0,2,21,489,X
0,1,20,246,X
0,2,167,319,T
1,1,10,136,X
1,4,37,241,X
0,3,22,211,X
0,4,52,364,X
0,1,5,204,X
0,4,29,335,X
0,4,28,184,X
1,1,9,324,X
0,3,45,403,X
1,3,41,270,X
1,1,10,347,X
0,1,11,432,X
1,1,8,525,X
0,1,18,249,X
1,1,18,421,X
0,2,21,642,X
0,2,169,91,T
1,4,15,163,X
0,2,15,51,T
0,2,40,254,X
1,1,18,339,X
1,1,15,448,X
0,1,16,435,X
0,1,9,363,X
1,1,10,355,X
1,2,47,226,T
1,3,32,89,T
0,1,16,173,X
0,4,59,128,T
0,1,143,82,T
1,2,35,237,X
0,1,116,183,T
0,2,24,476,X
0,4,39,98,T
0,1,9,387,X
0,1,17,269,X
1,3,62,367,X
0,4,49,233,T
1,1,19,455,X
0,2,34,441,X
0,3,22,413,X
1,4,57,224,T
1,1,11,347,X
0,4,23,66,T
1,1,14,363,X
0,4,32,162,X
0,3,63,186,T
1,4,27,408,X
0,2,35,122,T
0,1,18,202,X
1,1,6,69,X
0,4,43,443,X
1,3,47,475,X
1,2,36,265,X
1,1,11,122,X
1,3,33,269,X
0,1,14,422,X
0,4,20,94,T
1,2,42,467,X
0,4,52,73,T
1,2,48,102,T
0,1,8,413,X
1,4,43,491,X
0,3,80,51,T
0,4,32,244,X
1,3,47,293,X
0,2,18,287,X
0,2,20,55,T
1,2,25,458,X
1,2,39,313,X
0,2,27,263,X
0,1,16,222,X
1,3,68,362,X
0,1,12,440,X
1,3,54,385,X
0,3,75,129,T
0,4,26,374,X
1,2,28,92,T
1,3,80,105,T
1,3,36,495,X
0,3,31,431,X
1,2,47,345,X
0,3,50,428,X
0,4,17,222,X
0,1,8,384,X
0,3,32,424,X
1,4,18,429,X
0,1,7,404,X
1,2,15,247,X
1,1,12,278,X
1,2,34,416,X
1,2,48,165,T
1,1,5,322,X
1,2,18,482,X
0,4,23,385,X
1,1,18,465,X
0,4,192,194,T
0,4,37,238,X
1,1,18,368,X
0,4,48,382,X
1,2,45,440,X
1,4,51,485,X
1,1,6,299,X
0,3,70,387,X
1,4,35,183,X
0,4,21,330,X
0,3,52,235,T
1,2,37,160,T
0,3,70,227,T
0,2,176,386,T
1,1,20,480,X
1,1,19,222,X
1,2,42,196,T
1,1,5,365,X
0,3,26,243,X
0,1,15,391,X
1,1,14,487,X
1,2,38,197,X
1,2,44,303,X
1,4,15,165,X
0,2,37,399,X
1,4,28,71,T
0,2,27,271,X
1,2,15,136,X
1,4,39,161,T
1,1,6,50,X
0,4,53,296,X
0,1,18,325,X
1,3,62,481,X
1,1,16,145,X
0,2,49,428,X
1,2,47,322,X
0,4,17,211,X
0,2,39,253,X
0,2,29,204,X
1,3,74,274,T
1,2,21,999,X
0,4,30,226,X
0,2,40,214,X
1,3,46,339,X
1,4,137,268,T
0,2,41,381,X
0,1,17,422,X
1,1,14,232,X
0,4,29,122,T
0,2,180,685,T
0,3,67,141,T
0,4,19,324,X
1,4,42,84,T
0,3,63,118,T
1,2,49,363,X
0,2,15,136,X
0,4,19,80,T
1,2,43,333,X
1,3,74,87,T
0,1,7,355,X
1,1,12,218,X
1,4,53,280,X
0,4,30,374,X
0,3,74,491,X
1,3,76,198,T
1,4,33,223,X
1,1,110,231,T
0,1,15,58,T
1,1,6,185,X
0,1,13,251,X
0,4,30,197,X
0,2,24,410,X
1,3,41,433,X
0,1,14,375,X
1,3,62,184,T
0,1,9,142,X
1,2,23,118,X
1,3,80,90,T
1,1,12,235,X
1,1,5,288,X
0,4,17,390,X
1,1,17,495,X
1,4,34,310,X
1,1,7,227,X
0,3,48,350,X
1,3,74,205,T
0,3,68,394,X
0,4,46,297,X
1,1,18,157,X
1,2,48,487,X
0,1,14,339,X
0,2,36,191,X
1,3,62,160,T
0,4,44,113,T
0,1,5,282,X
1,4,48,470,X
0,3,73,375,X
1,1,20,430,X
1,3,46,414,X
0,3,29,478,X
1,2,50,189,T
0,2,49,263,X
0,2,28,138,T
1,1,19,188,X
1,1,15,402,X
1,3,79,185,T
0,2,34,235,X
1,3,76,457,X
0,2,36,249,X
0,4,16,162,X
0,1,9,136,X
0,1,19,177,X
1,4,149,198,T
0,3,51,407,X
1,2,31,304,X
1,3,70,137,T
0,1,10,475,X
0,1,17,181,X
0,1,11,364,X
0,1,13,795,X
0,1,5,56,X
0,2,28,409,X
0,1,9,201,X
0,4,17,338,X
1,1,7,339,X
1,2,38,468,X
0,4,31,153,T
0,3,42,127,T
0,1,19,346,X
0,3,34,350,X
1,2,47,57,T
1,4,60,473,X
0,2,50,345,X
0,2,19,248,X
0,3,54,79,T
1,2,36,224,X
1,3,25,311,X
0,4,53,416,X
1,1,6,387,X
1,1,5,261,X
1,3,58,92,T
1,2,41,490,X
0,4,22,157,X
1,2,44,151,T
0,1,7,387,X
1,2,27,200,X
0,4,51,123,T
0,4,36,289,X
1,4,105,488,T
0,3,44,438,X
0,1,13,261,X
0,2,36,236,X
1,3,26,372,X
0,3,70,444,X
1,4,37,398,X
0,4,46,92,T
0,4,52,471,X
1,4,32,224,X
0,2,37,53,T
0,3,35,462,X
1,3,51,396,X
1,2,34,646,X
1,4,56,74,T
0,1,138,657,T
1,1,13,389,X
1,4,40,301,X
0,4,19,109,X
0,1,19,589,X
0,1,9,75,X
0,1,17,425,X
1,2,19,331,X
1,2,37,301,X
1,1,5,420,X
1,3,79,362,T
0,4,47,190,T
0,1,6,200,X
1,4,58,188,T
1,4,15,475,X
0,2,18,351,X
0,1,12,433,X
0,3,57,376,X
1,1,13,387,X
1,3,35,249,X
1,1,5,528,X
1,2,37,315,X
0,3,40,976,X
1,3,59,92,T
1,2,15,182,X
1,2,38,453,X
0,1,8,475,X
0,4,19,457,X
0,3,59,165,T
0,1,8,939,X
1,2,46,379,X
0,1,13,194,X
0,1,7,353,X
1,2,31,499,X
1,1,17,275,X
0,4,15,308,X
0,2,40,270,X
0,4,28,428,X
0,3,46,160,T
0,2,41,463,X
1,4,47,62,T
1,3,68,65,T
0,2,23,343,X
0,1,180,312,T
1,1,15,107,X
0,3,28,261,X
1,1,16,378,X
1,1,8,55,X
1,2,35,259,X
1,2,46,264,X
1,3,42,240,X
1,4,55,187,T
0,1,7,996,X
1,4,29,169,X
0,2,27,262,X
1,4,15,376,X
1,3,58,458,X
1,1,16,402,X
1,1,5,194,X
1,3,77,272,T
0,4,54,380,X
1,4,55,319,X
1,4,21,204,X
1,4,33,219,X
1,1,12,452,X
0,3,68,381,X
0,4,15,137,X
1,1,12,419,X
1,4,28,253,X
0,2,36,717,X
1,2,22,459,X
1,1,5,147,X
1,4,17,113,X
0,1,15,57,T
0,3,54,415,X
1,2,37,114,T
1,3,46,922,X
1,4,33,435,X
0,1,5,127,X
0,2,45,320,X
1,1,6,443,X
0,4,41,397,X
0,2,23,121,X
1,1,18,319,X
1,4,42,231,X
0,4,27,324,X
0,1,20,362,X
0,2,35,446,X
1,4,38,242,X
1,4,40,416,X
1,2,28,83,T
1,3,51,431,X
1,4,26,415,X
1,2,28,489,X
0,1,144,713,T
1,4,43,325,X
1,3,71,342,T
0,3,75,434,X
0,2,16,105,X
0,3,34,377,X
0,4,40,147,T
0,3,55,207,T
1,1,6,304,X
1,2,40,342,X
0,1,16,255,X
1,3,74,407,X
0,1,6,309,X
0,1,20,73,T
0,2,22,431,X
0,1,17,239,X
1,1,5,59,X
1,3,44,465,X
1,4,60,198,T
0,2,45,271,X
0,3,46,352,X
0,3,70,146,T
0,4,55,220,T
1,2,20,398,X
0,4,58,361,X
0,2,34,364,X
0,3,41,353,X
0,3,31,314,X
1,3,23,150,X
0,1,142,433,T
1,1,17,731,X
1,1,19,177,X
1,2,48,430,X
0,4,56,400,X
0,3,48,103,T
1,2,28,301,X
0,4,36,121,T
1,4,47,390,X
1,3,70,180,T
0,1,12,400,X
0,3,69,77,T
1,1,7,485,X
1,1,19,109,X
0,1,5,399,X
0,2,25,158,X
1,2,38,312,X
0,1,11,384,X
0,1,19,339,X
1,2,36,341,X
0,2,38,357,X
0,1,20,475,X
1,4,54,91,T
0,3,63,85,T
0,2,26,181,X
1,2,50,479,X
0,3,73,423,X
0,1,6,360,X
0,2,30,270,X
0,2,45,358,X
1,1,5,584,X
0,3,69,352,X
0,2,38,412,X
0,4,22,397,X
1,2,43,98,T
1,1,7,219,X
0,1,19,296,X
1,4,54,206,T
1,2,15,406,X
0,1,14,337,X
0,1,8,381,X
1,2,25,219,X
0,4,26,380,X
1,1,20,202,X
1,4,34,281,X
1,3,22,358,X
0,3,54,214,T
1,3,56,225,T
0,3,39,415,X
0,2,24,181,X
0,2,15,358,X
0,3,72,79,T
1,4,28,304,X
1,1,19,68,T
1,2,36,391,X
1,2,47,465,X
0,4,43,238,X
0,4,16,186,X
0,4,46,175,T
1,1,17,482,X
0,4,44,133,T
0,4,21,149,X
0,2,37,81,T
1,4,23,184,X
1,3,32,921,X
0,2,38,476,X
0,3,44,54,T
1,1,13,209,X
0,4,59,462,X
0,2,26,468,X
0,1,20,66,T
1,3,21,125,X
0,1,18,403,X
1,3,57,407,X
0,4,44,332,X
1,1,7,462,X
0,4,40,348,X
1,4,26,355,X
0,3,23,384,X
0,1,16,470,X
0,1,11,330,X
1,3,35,77,T
0,2,15,217,X
0,2,32,284,X
0,2,33,253,X
0,3,46,303,X
0,3,48,368,X
0,4,49,179,T
0,1,188,454,T
0,4,105,293,T
0,3,159,497,T
1,4,38,231,X
0,3,50,344,X
0,2,39,108,T
1,4,20,137,X
1,1,12,295,X
1,4,23,400,X
0,4,32,152,T
0,2,40,94,T
0,1,10,243,X
0,1,10,294,X
0,4,36,63,T
0,4,15,203,X
0,4,43,314,X
1,2,28,323,X
0,2,28,475,X
0,3,43,88,T
1,3,54,227,T
0,4,33,285,X
1,3,71,368,X
1,3,75,485,X
0,4,34,119,T
0,1,16,120,X
1,3,31,353,X
1,2,44,469,X
1,1,8,489,X
1,3,48,214,T
0,3,52,356,X
0,1,15,404,X
1,1,18,192,X
0,1,9,126,X
1,2,25,248,X
1,2,31,388,X
0,2,169,165,T
0,3,44,86,T
0,4,38,51,T
1,1,18,241,X
0,4,23,313,X
1,2,15,455,X
0,2,18,222,X
1,3,48,274,X
1,1,17,466,X
1,1,9,109,X
1,3,37,180,T
0,4,39,463,X
1,3,30,353,X
1,1,18,337,X
1,4,16,283,X
1,2,28,300,X
0,1,17,299,X
0,4,47,298,X
0,1,13,432,X
1,4,56,183,T
0,4,53,396,X
1,1,14,214,X
0,1,7,322,X
1,4,23,134,X
0,2,23,368,X
1,2,27,437,X
1,4,18,604,X
1,3,74,81,T
0,3,110,408,T
1,3,79,140,T
0,4,57,179,T
1,1,16,231,X
1,4,41,91,T
1,1,16,308,X
1,2,39,303,X
0,1,15,496,X
1,1,17,66,T
1,1,12,433,X
0,2,17,359,X
0,2,16,61,T
1,3,42,365,X
1,4,50,242,T
0,3,44,70,T
0,3,65,137,T
1,1,15,260,X
0,3,42,443,X
0,4,34,280,X
1,4,41,90,T
0,1,190,89,T
0,1,16,318,X
1,1,14,394,X
0,3,49,139,T
1,3,59,180,T
1,2,47,179,T
1,1,15,71,T
0,3,45,318,X
0,4,51,71,T
1,1,12,356,X
0,3,65,236,T
1,2,21,187,X
1,1,20,384,X
0,3,30,309,X
0,3,54,149,T
1,2,39,413,X
0,1,18,81,T
0,3,57,344,X
1,4,38,451,X
1,4,36,436,X
0,3,34,461,X
1,1,11,69,X
1,2,31,356,X
0,3,71,316,T
1,4,20,431,X
0,3,49,448,X
1,3,71,450,X
0,4,50,214,T
1,1,19,62,T
1,2,18,492,X
1,4,21,240,X
0,3,64,185,T
1,4,58,117,T
0,3,30,224,X
1,4,36,452,X
0,4,42,237,X
0,3,22,129,X
1,2,42,500,X
1,2,18,483,X
1,1,8,52,X
0,3,46,402,X
1,2,25,191,X
1,4,27,76,T
1,3,47,358,X
0,2,31,57,T
0,4,27,207,X
1,4,38,233,X
1,3,65,256,T
0,2,40,632,X
1,3,58,151,T
1,1,14,214,X
0,2,32,261,X
1,3,104,330,T
1,2,166,436,T
1,1,15,374,X
1,2,22,340,X
0,1,19,266,X
0,3,60,73,T
0,1,16,412,X
1,2,26,368,X
1,4,51,81,T
1,2,24,435,X
0,2,32,312,X
1,2,15,412,X
1,2,15,284,X
1,3,71,263,T
0,3,21,493,X
0,2,40,476,X
0,3,25,225,X
0,3,24,61,T
1,3,51,263,X
0,2,41,305,X
1,2,41,138,T
1,4,38,196,X
1,2,31,492,X
1,4,43,372,X
0,4,19,58,T
1,2,38,194,X
1,2,29,137,T
0,4,53,110,T
0,4,28,405,X
0,1,5,340,X
1,1,18,312,X
1,3,41,431,X
1,2,145,394,T
1,3,30,78,T
1,3,38,432,X
0,2,25,158,X
1,2,16,487,X
0,1,19,419,X
0,1,13,337,X
1,1,6,476,X
0,4,24,444,X
1,2,32,75,T
0,4,21,425,X
0,2,29,486,X
0,2,42,666,X
0,4,15,338,X
1,2,32,309,X
1,2,47,437,X
1,1,18,478,X
0,2,42,103,T
1,1,20,461,X
0,4,46,87,T
0,3,70,445,X
0,4,25,176,X
0,2,31,58,T
0,4,32,145,T
0,2,35,322,X
0,4,48,74,T
0,1,15,188,X
1,4,47,178,T
0,2,27,556,X
1,4,48,90,T
1,1,9,114,X
0,4,32,285,X
0,4,25,207,X
0,4,55,168,T
0,2,35,358,X
0,2,28,378,X
1,4,25,256,X
1,2,46,406,X
0,3,44,130,T
0,2,35,405,X
1,3,39,103,T
1,1,20,75,T
1,3,44,154,T
1,4,178,187,T
1,4,27,455,X
0,1,16,395,X
0,2,21,180,X
0,4,40,425,X
1,4,44,149,T
0,4,19,699,X
0,2,43,287,X
1,4,32,395,X
0,3,49,55,T
0,4,39,100,T
1,4,59,361,X
0,1,15,139,X
1,1,13,412,X
0,4,40,111,T
1,3,27,149,X
1,3,51,174,T
0,1,10,210,X
1,2,113,190,T
1,4,20,171,X
1,4,22,131,X
0,1,20,452,X
1,4,44,279,X
1,2,44,239,X
0,4,38,237,X
0,1,9,302,X
1,4,59,270,T
1,2,43,323,X
1,3,38,311,X
0,1,9,116,X
1,4,16,181,X
1,3,46,130,T
0,2,35,310,X
1,1,16,461,X
0,1,11,185,X
1,1,10,282,X
0,3,40,237,X
1,3,22,319,X
1,1,9,72,X
0,3,68,479,X
1,2,24,287,X
1,4,38,240,X
0,3,30,451,X
0,2,19,178,X
0,4,50,464,X
0,3,23,83,T
0,2,27,105,T
0,3,74,386,X
0,2,22,210,X
0,2,19,159,X
0,3,70,470,X
0,2,20,200,X
0,3,31,457,X
0,2,25,340,X
0,4,31,347,X
0,4,16,487,X
0,3,24,457,X
1,4,34,469,X
0,4,50,218,T
0,4,55,208,T
1,2,126,187,T
1,1,15,181,X
0,4,20,96,T
1,2,29,393,X
1,1,19,68,T
0,2,22,409,X
1,1,9,304,X
1,3,47,261,X
1,1,11,334,X
0,4,25,226,X
1,3,41,158,T
0,3,23,299,X
0,2,21,68,T
0,3,26,265,X
1,3,47,197,T
0,1,17,279,X
0,1,6,133,X
0,2,30,433,X
1,4,60,320,X
1,2,32,409,X
1,4,34,350,X
0,3,64,106,T
1,2,45,457,X
1,1,19,480,X
0,3,28,277,X
1,2,17,234,X
1,3,80,288,T
1,3,68,266,T
0,4,55,76,T
0,3,66,275,T
0,3,49,381,X
0,2,22,369,X
1,4,31,166,X
1,2,36,342,X
0,4,52,448,X
1,1,14,79,X
1,3,44,246,X
1,1,20,452,X
1,4,45,316,X
0,1,10,360,X
1,1,18,128,X
0,1,20,408,X
0,2,18,119,X
0,4,30,380,X
1,4,37,373,X
0,4,58,421,X
0,4,44,228,X
1,4,41,437,X
1,3,36,197,X
1,2,36,384,X
1,3,69,88,T
0,1,19,281,X
0,3,146,398,T
0,2,31,427,X
1,4,52,395,X
0,1,17,395,X
1,3,20,196,X
1,3,80,339,T
0,2,32,57,T
0,2,40,197,T
0,4,15,59,T
0,2,138,338,T
0,1,16,432,X
0,3,61,306,X
1,2,17,439,X
1,4,26,305,X
0,3,42,246,X
1,2,30,483,X
0,3,36,339,X
0,2,23,68,T
0,3,76,91,T
0,4,56,404,X
0,2,15,309,X
1,1,13,67,X
1,4,26,230,X
1,2,36,323,X
1,2,48,278,X
0,4,37,375,X
0,4,56,81,T
1,3,43,75,T
0,4,15,75,T
0,3,189,496,T
1,4,31,384,X
0,3,52,428,X
1,3,55,472,X
1,4,42,349,X
1,3,23,370,X
0,1,159,344,T
0,4,37,202,X
1,3,30,84,T
1,4,20,58,T
0,3,51,520,X
1,2,23,78,T
1,2,16,323,X
0,4,22,205,X
0,2,156,460,T
0,3,62,86,T
1,4,57,411,X
0,3,64,155,T
1,2,44,339,X
1,4,126,261,T
0,4,48,172,T
0,4,27,491,X
0,4,42,433,X
0,3,38,200,X
1,4,52,496,X
1,1,16,348,X
0,2,30,450,X
1,1,16,160,X
1,2,42,335,X
1,3,59,476,X
1,4,50,300,X
0,3,47,445,X
0,1,19,391,X
1,2,50,439,X
1,2,115,681,X
0,2,42,452,X
1,3,67,117,T
0,3,67,171,T
0,3,62,242,T
0,4,19,269,X
0,2,27,498,X
0,3,41,71,T
1,4,32,450,X
0,2,18,688,X
0,3,25,216,X
1,3,35,82,T
1,2,18,147,X
1,3,36,238,X
0,3,49,404,X
1,3,73,453,X
1,2,37,384,X
1,2,28,206,X
1,3,49,97,T
0,2,42,204,T
0,4,50,359,X
1,3,38,432,X
0,2,50,207,T
1,4,44,288,X
1,4,31,413,X
0,3,55,108,T
0,3,146,202,T
0,2,15,407,X
0,1,6,205,X
1,2,27,276,X
0,4,31,242,X
0,4,47,336,X
0,2,31,82,T
0,4,35,417,X
1,2,25,353,X
0,2,27,95,T
0,4,15,382,X
1,2,43,494,X
0,1,10,394,X
0,1,6,455,X
1,3,60,434,X
0,3,38,159,T
1,1,19,490,X
0,3,126,58,T
0,4,21,471,X
0,4,29,491,X
0,2,38,66,T
0,3,40,320,X
0,2,25,355,X
1,1,174,455,T
0,3,41,499,X
0,4,60,404,X
1,2,29,488,X
1,1,11,53,T
0,1,10,459,X
0,1,17,179,X
1,4,19,456,X
0,3,53,397,X
0,3,44,903,X
1,1,11,156,X
1,2,40,174,T
1,2,32,401,X
0,4,16,91,X
0,3,43,335,X
1,4,143,122,T
0,2,35,144,T
0,3,33,198,X
1,2,29,115,T
0,2,26,189,X
0,1,19,60,T
0,3,80,135,T
1,3,70,484,X
0,4,18,222,X
0,2,27,156,X
1,1,9,132,X
1,2,46,251,X
0,4,31,370,X
0,2,36,275,X
1,1,20,196,X
0,4,16,339,X
0,3,37,396,X
1,1,16,373,X
1,2,45,164,T
1,4,49,291,X
0,1,157,98,T
1,4,51,415,X
0,4,28,230,X
0,1,17,99,X
0,4,36,170,T
1,4,45,474,X
0,4,26,93,T
1,4,47,222,T
0,1,10,484,X
0,4,197,365,T
0,4,16,137,X
0,2,21,897,X
1,2,45,99,T
1,1,13,171,X
1,4,172,366,T
1,3,48,100,T
0,2,26,497,X
0,1,6,101,X
0,4,140,144,T
1,1,20,76,T
1,1,18,421,X
0,1,15,303,X
1,2,42,197,T
1,3,73,429,X
1,2,34,62,T
0,1,19,57,T
1,2,28,335,X
1,3,60,246,T
1,2,156,316,T
1,1,6,353,X
1,3,34,269,X
0,2,23,409,X
1,3,57,482,X
1,4,56,455,X
1,4,44,501,X
1,1,14,556,X
1,3,37,124,T
0,2,33,328,X
0,1,18,295,X
1,2,50,99,T
1,1,20,500,X
0,2,33,323,X
0,1,14,359,X
0,2,44,373,X
1,1,18,307,X
0,2,25,934,X
0,1,188,287,T
1,2,22,437,X
0,1,16,962,X
1,2,16,342,X
1,3,34,223,X
1,1,14,111,X
1,1,16,217,X
1,3,180,315,T
1,3,77,217,T
0,4,180,280,T
0,4,47,411,X
0,1,10,376,X
1,3,58,161,T
1,3,72,280,T
0,4,120,404,T
1,4,25,313,X
1,3,64,413,X
1,2,28,239,X
1,2,32,381,X
0,1,11,490,X
1,2,27,495,X
1,1,5,418,X
0,3,65,178,T
1,4,57,442,X
1,4,39,449,X
1,3,30,210,X
0,3,55,232,T
1,1,20,230,X
1,3,36,132,T
0,3,57,207,T
0,2,17,317,X
0,1,17,461,X
1,3,45,167,T
1,1,5,215,X
1,3,56,372,X
1,4,28,193,X
1,4,50,125,T
0,4,117,191,T
0,2,49,55,T
1,2,22,286,X
0,4,50,61,T
1,2,45,300,X
1,3,54,269,T
1,3,116,278,T
1,2,24,164,X
1,4,56,142,T
1,3,65,591,X
